epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,2301.17,1.27367,0.95528,0.01235,0,0,0,0,0,0,0,0.00024038,0.00024038,0.00024038
27,2388.67,1.27958,0.92845,0.01233,0,0,0,0,0,0,0,0.000230955,0.000230955,0.000230955
28,2477.29,1.2625,0.93565,0.01211,0,0,0,0,0,0,0,0.00022153,0.00022153,0.00022153
29,2565.92,1.26344,0.9273,0.01219,0,0,0,0,0,0,0,0.000212106,0.000212106,0.000212106
30,2654.96,1.26257,0.91856,0.01219,0,0,0,0,0,0,0,0.000202681,0.000202681,0.000202681
31,2742.39,1.26015,0.90874,0.01204,0,0,0,0,0,0,0,0.000193256,0.000193256,0.000193256
32,2830.8,1.24514,0.89544,0.01215,0,0,0,0,0,0,0,0.000183831,0.000183831,0.000183831
33,2919.68,1.24975,0.88348,0.01203,0,0,0,0,0,0,0,0.000174406,0.000174406,0.000174406
34,3008.21,1.23908,0.89403,0.01212,0,0,0,0,0,0,0,0.000164982,0.000164982,0.000164982
35,3096.58,1.25478,0.89274,0.01202,0,0,0,0,0,0,0,0.000155557,0.000155557,0.000155557
36,3185.16,1.24264,0.88652,0.01204,0,0,0,0,0,0,0,0.000146132,0.000146132,0.000146132
37,3273.52,1.24323,0.87749,0.01188,0,0,0,0,0,0,0,0.000136707,0.000136707,0.000136707
38,3361.85,1.24804,0.87546,0.01183,0,0,0,0,0,0,0,0.000127282,0.000127282,0.000127282
39,3449.82,1.23475,0.86229,0.01193,0,0,0,0,0,0,0,0.000117858,0.000117858,0.000117858
40,3538.22,1.24077,0.85548,0.01183,0,0,0,0,0,0,0,0.000108433,0.000108433,0.000108433
41,3631.57,1.25167,0.77505,0.01464,0,0,0,0,0,0,0,9.9008e-05,9.9008e-05,9.9008e-05
42,3717.98,1.23302,0.75098,0.01392,0,0,0,0,0,0,0,8.95832e-05,8.95832e-05,8.95832e-05
43,3804.2,1.22927,0.74742,0.01386,0,0,0,0,0,0,0,8.01584e-05,8.01584e-05,8.01584e-05
44,3890.82,1.22774,0.73956,0.01368,0,0,0,0,0,0,0,7.07336e-05,7.07336e-05,7.07336e-05
45,3977.44,1.22242,0.73409,0.0137,0,0,0,0,0,0,0,6.13088e-05,6.13088e-05,6.13088e-05
46,4064.02,1.21972,0.73202,0.01362,0,0,0,0,0,0,0,5.1884e-05,5.1884e-05,5.1884e-05
47,4150.28,1.22008,0.73255,0.01352,0,0,0,0,0,0,0,4.24592e-05,4.24592e-05,4.24592e-05
48,4236.74,1.20682,0.72574,0.01343,0,0,0,0,0,0,0,3.30344e-05,3.30344e-05,3.30344e-05
49,4323.23,1.22082,0.72203,0.01349,0,0,0,0,0,0,0,2.36096e-05,2.36096e-05,2.36096e-05
50,4441.61,1.21505,0.7305,0.01343,0.67497,0.56093,0.59649,0.41594,1.41956,1.03238,0.01655,1.41848e-05,1.41848e-05,1.41848e-05
